File Name,dataCV,SCAN RATE,499.999
T,Vf,Im
6.788,0.109258,0.00745341
6.79,0.110158,0.00744508
6.792,0.111125,0.00744091
6.794,0.112133,0.00745758
6.796,0.11305,0.00744925
6.798,0.114138,0.00744091
6.8,0.115108,0.00744925
6.802,0.115954,0.00746175
6.804,0.117058,0.00744508
6.806,0.11815,0.00742006
6.808,0.118992,0.00744091
6.81,0.120192,0.00738672
6.812,0.121321,0.00739088
6.814,0.12215,0.00742423
6.816,0.123025,0.00738255
6.818,0.123992,0.00740756
6.82,0.125337,0.00739922
6.822,0.12615,0.00736587
6.824,0.127046,0.00737421
6.826,0.128192,0.00739922
6.828,0.129221,0.00737004
6.83,0.130154,0.00735337
6.832,0.13105,0.00737838
6.834,0.132025,0.00736587
6.836,0.133188,0.0073617
6.838,0.134133,0.00734086
6.84,0.135079,0.0073492
6.842,0.136121,0.00731168
6.844,0.137254,0.00732002
6.846,0.13815,0.00734086
6.848,0.139087,0.00732836
6.85,0.140013,0.00739505
6.852,0.141346,0.00736587
6.854,0.141962,0.00739088
6.856,0.143008,0.00738672
6.858,0.144033,0.00738255
6.86,0.144992,0.00739088
6.862,0.146158,0.00736587
6.864,0.147017,0.00736587
6.866,0.148037,0.00739088
6.868,0.149292,0.00737838
6.87,0.15015,0.00732002
6.872,0.151058,0.0073492
6.874,0.152133,0.00732002
6.876,0.153225,0.00732836
6.878,0.15415,0.00733669
6.88,0.155067,0.00728667
6.882,0.1561,0.00729918
6.884,0.157271,0.0072825
6.886,0.15815,0.00723665
6.888,0.159083,0.00726166
6.89,0.160125,0.00725332
6.892,0.161217,0.00727833
6.894,0.162158,0.00725749
6.896,0.163121,0.00726583
6.898,0.164058,0.00724915
6.9,0.165208,0.00721164
6.902,0.166133,0.00729084
6.904,0.167017,0.00729084
6.906,0.168025,0.00725749
6.908,0.169258,0.00726166
6.91,0.170158,0.00723248
6.912,0.171087,0.00725332
6.914,0.172208,0.00722831
6.916,0.173346,0.00721164
6.918,0.174158,0.00713243
6.92,0.175071,0.00717412
6.922,0.176158,0.00719913
6.924,0.177217,0.00716578
6.926,0.17815,0.00712826
6.928,0.179058,0.00716995
6.93,0.180021,0.00714911
6.932,0.181296,0.00716161
6.934,0.18215,0.00721164
6.936,0.183079,0.00714911
6.938,0.184108,0.00719913
6.94,0.185217,0.00718246
6.942,0.186158,0.00717829
6.944,0.187063,0.00718663
6.946,0.188058,0.00717412
6.948,0.189179,0.00717829
6.95,0.190137,0.00715328
6.952,0.1911,0.00715744
6.954,0.19225,0.00715744
6.956,0.192875,0.00715328
6.958,0.194137,0.00717412
6.96,0.195037,0.00714494
6.962,0.195946,0.0071241
6.964,0.197333,0.00713243
6.966,0.198146,0.00712826
6.968,0.198992,0.00709075
6.97,0.200108,0.00711159
6.972,0.201146,0.00710742
6.974,0.20215,0.00713243
6.976,0.203033,0.00711576
6.978,0.203954,0.00706157
6.98,0.205333,0.00708658
6.982,0.20615,0.00706574
6.984,0.207062,0.0070699
6.986,0.208142,0.00706157
6.988,0.209133,0.00709492
6.99,0.21015,0.00708241
6.992,0.211054,0.00706157
6.994,0.211992,0.0070574
6.996,0.213146,0.0070574
6.998,0.21415,0.00703656
7.0,0.215067,0.00704489
7.002,0.216137,0.00708658
7.004,0.217154,0.00705323
7.006,0.21815,0.00706157
7.008,0.219037,0.00706574
7.01,0.219958,0.00704489
7.012,0.221325,0.00704906
7.014,0.22215,0.00702822
7.016,0.223029,0.00696152
7.018,0.224262,0.00695735
7.02,0.225033,0.00698653
7.022,0.22615,0.00697403
7.024,0.227075,0.0069907
7.026,0.22795,0.0069782
7.028,0.229329,0.00696152
7.03,0.23015,0.00694485
7.032,0.230967,0.00693651
7.034,0.2322,0.00695318
7.036,0.233158,0.00696152
7.038,0.234146,0.00695735
7.04,0.235017,0.0069782
7.042,0.235954,0.00694068
7.044,0.237217,0.00696152
7.046,0.23815,0.00694902
7.048,0.239071,0.00698236
7.05,0.240108,0.00695735
7.052,0.241162,0.00693651
7.054,0.242142,0.00696986
7.056,0.243108,0.00697403
7.058,0.243921,0.00695318
7.06,0.2453,0.00697403
7.062,0.245925,0.00694485
7.064,0.247004,0.00694068
7.066,0.248192,0.00689899
7.068,0.248875,0.00693234
7.07,0.250158,0.00687398
7.072,0.251042,0.006924
7.074,0.251942,0.00692817
7.076,0.2533,0.00688232
7.078,0.254083,0.00691567
7.08,0.255062,0.00692817
7.082,0.256167,0.00693234
7.084,0.257042,0.00689482
7.086,0.25815,0.006924
7.088,0.259062,0.00688232
7.09,0.26,0.00685314
7.092,0.261292,0.00688232
7.094,0.262154,0.00685731
7.096,0.263071,0.00686148
7.098,0.264158,0.00689066
7.1,0.265117,0.00697403
7.102,0.266154,0.00695318
7.104,0.267137,0.00694902
7.106,0.268017,0.00697403
7.108,0.26935,0.00691984
7.11,0.269879,0.00694068
7.112,0.271054,0.0069115
7.114,0.272221,0.00693234
7.116,0.27285,0.006924
7.118,0.274167,0.00689482
7.12,0.275,0.006924
7.122,0.275946,0.00691567
7.124,0.277292,0.00692817
7.126,0.27815,0.00691984
7.128,0.279021,0.00689066
7.13,0.280129,0.00689899
7.132,0.281021,0.00688232
7.134,0.28215,0.00690316
7.136,0.283021,0.00685731
7.138,0.28395,0.00693234
7.14,0.285317,0.006924
7.142,0.286158,0.00687815
7.144,0.287092,0.00688232
7.146,0.288083,0.00688232
7.148,0.289179,0.00687398
7.15,0.29015,0.0068323
7.152,0.291112,0.00683646
7.154,0.292058,0.00686564
7.156,0.293129,0.00686148
7.158,0.29415,0.00681979
7.16,0.295025,0.00682813
7.162,0.296067,0.00684063
7.164,0.296854,0.00681979
7.166,0.298158,0.00681562
7.168,0.299058,0.00690733
7.17,0.299912,0.006924
7.172,0.30135,0.00690733
7.174,0.302121,0.00684897
7.176,0.303042,0.00689899
7.178,0.304142,0.00687815
7.18,0.30495,0.00691984
7.182,0.30615,0.00688232
7.184,0.307042,0.00690316
7.186,0.307954,0.006924
7.188,0.309317,0.006924
7.19,0.31015,0.00694068
7.192,0.311054,0.00691567
7.194,0.312112,0.00693234
7.196,0.313071,0.00689899
7.198,0.31415,0.00688232
7.2,0.315029,0.00695735
7.202,0.316025,0.00695318
7.204,0.317142,0.00691984
7.206,0.31815,0.00696569
7.208,0.319075,0.00698653
7.21,0.320175,0.0069115
7.212,0.320817,0.00693651
7.214,0.322183,0.00695318
7.216,0.323017,0.00689899
7.218,0.323942,0.0069115
7.22,0.32535,0.00694485
7.222,0.32605,0.0069115
7.224,0.327025,0.00693651
7.226,0.328183,0.00691567
7.228,0.328846,0.00688232
7.23,0.33015,0.00689482
7.232,0.331058,0.00687398
7.234,0.33195,0.00695318
7.236,0.333312,0.00683646
7.238,0.33415,0.00691567
7.24,0.335063,0.0069115
7.242,0.336125,0.0069115
7.244,0.337021,0.00692817
7.246,0.338142,0.006924
7.248,0.339021,0.00693234
7.25,0.340037,0.00696986
7.252,0.341137,0.00688649
7.254,0.34215,0.00687398
7.256,0.343042,0.006924
7.258,0.344054,0.00693651
7.26,0.345104,0.00690316
7.262,0.34615,0.00691984
7.264,0.346937,0.00696152
7.266,0.347896,0.00696986
7.268,0.34935,0.00694068
7.27,0.350037,0.00694902
7.272,0.350992,0.00696152
7.274,0.352021,0.00695735
7.276,0.3529,0.00695735
7.278,0.35415,0.00700321
7.28,0.354992,0.0069907
7.282,0.355971,0.00698236
7.284,0.357242,0.00698653
7.286,0.358125,0.00701154
7.288,0.358983,0.00701988
7.29,0.360133,0.00702822
7.292,0.361192,0.00705323
7.294,0.36215,0.00704072
7.296,0.36305,0.00708658
7.298,0.363975,0.00705323
7.3,0.365192,0.00701988
7.302,0.36615,0.00700321
7.304,0.367017,0.00703656
7.306,0.368088,0.00707407
7.308,0.369067,0.0070699
7.31,0.370133,0.0070574
7.312,0.371087,0.00707407
7.314,0.371921,0.00710325
7.316,0.373171,0.00716995
7.318,0.3741,0.00718246
7.32,0.375,0.00714494
7.322,0.376104,0.00714911
7.324,0.377242,0.00719913
7.326,0.37815,0.0071241
7.328,0.378992,0.00715328
7.33,0.380079,0.00718246
7.332,0.381267,0.00718663
7.334,0.38215,0.00719496
7.336,0.383046,0.00721997
7.338,0.384092,0.00723665
7.34,0.385208,0.00725749
7.342,0.38615,0.00726583
7.344,0.38705,0.00726583
7.346,0.387992,0.00729918
7.348,0.389125,0.00730334
7.35,0.390142,0.00732836
7.352,0.391,0.00738672
7.354,0.392083,0.00743257
7.356,0.392975,0.00742006
7.358,0.394138,0.00742423
7.36,0.395046,0.0074284
7.362,0.396008,0.00745758
7.364,0.397333,0.00750344
7.366,0.397787,0.0074284
7.368,0.398988,0.00749093
7.37,0.399983,0.00751177
7.372,0.400817,0.00752011
7.374,0.402117,0.00754929
7.376,0.402983,0.00754095
7.378,0.403958,0.00758264
7.38,0.405333,0.00758264
7.382,0.406137,0.007641
7.384,0.407,0.00763266
7.386,0.408062,0.00774521
7.388,0.409025,0.00771187
7.39,0.41015,0.00774938
7.392,0.410983,0.00778273
7.394,0.411942,0.00777022
7.396,0.413208,0.0077869
7.398,0.41415,0.00782858
7.4,0.414996,0.0078536
7.402,0.4161,0.00782442
7.404,0.416975,0.00789111
7.406,0.41815,0.00789111
7.408,0.419029,0.0079328
7.41,0.419987,0.0079328
7.412,0.4211,0.00795781
7.414,0.422067,0.008012
7.416,0.422975,0.00806619
7.418,0.423996,0.00812872
7.42,0.42475,0.00816207
7.422,0.42615,0.00821626
7.424,0.426967,0.00819542
7.426,0.4279,0.00820376
7.428,0.429312,0.00827045
7.43,0.430092,0.00829547
7.432,0.431008,0.00834132
7.434,0.432067,0.00834966
7.436,0.432996,0.00839968
7.438,0.434146,0.0084372
7.44,0.434983,0.00847055
7.442,0.435904,0.00847888
7.444,0.437117,0.00854975
7.446,0.43815,0.00857059
7.448,0.438967,0.00860811
7.45,0.440012,0.00862061
7.452,0.441087,0.00865813
7.454,0.44215,0.00869565
7.456,0.443021,0.00876235
7.458,0.443987,0.00880403
7.46,0.445058,0.00883738
7.462,0.446108,0.00887073
7.464,0.447037,0.0088874
7.466,0.448146,0.00898328
7.468,0.448754,0.0090208
7.47,0.45005,0.00904164
7.472,0.450925,0.00906665
7.474,0.451904,0.00905831
7.476,0.453275,0.0091
7.478,0.454125,0.00914169
7.48,0.454975,0.00915836
7.482,0.456029,0.00921672
7.484,0.456942,0.00925007
7.486,0.45815,0.0093126
7.488,0.458983,0.00934595
7.49,0.459937,0.0093918
7.492,0.461329,0.00943766
7.494,0.462142,0.00943766
7.496,0.463004,0.00944182
7.498,0.464075,0.0094585
7.5,0.465008,0.00966276
7.502,0.466142,0.0096711
7.504,0.466987,0.00971278
7.506,0.467975,0.00974613
7.508,0.469067,0.00979198
7.51,0.47015,0.00980032
7.512,0.470983,0.00980866
7.514,0.472042,0.00982533
7.516,0.473021,0.00979615
7.518,0.47415,0.00988786
7.52,0.474967,0.0099087
7.522,0.475925,0.0100129
7.524,0.47725,0.0100254
7.526,0.478104,0.0100296
7.528,0.478967,0.0100796
7.53,0.480017,0.0100629
7.532,0.480896,0.0101005
7.534,0.482125,0.0101255
7.536,0.482975,0.0101922
7.538,0.483958,0.010238
7.54,0.485242,0.0102755
7.542,0.486133,0.0102422
7.544,0.487033,0.0102922
7.546,0.488117,0.0103172
7.548,0.489092,0.0104756
7.55,0.49015,0.0104006
7.552,0.490958,0.0103839
7.554,0.492008,0.0104631
7.556,0.493129,0.0104881
7.558,0.494142,0.0104798
7.56,0.495029,0.0105173
7.562,0.496054,0.010509
7.564,0.497033,0.0105298
7.566,0.498083,0.0105882
7.568,0.499037,0.0105423
7.57,0.499858,0.010584
7.572,0.500975,0.0106549
7.574,0.501833,0.0106424
7.576,0.50295,0.0106757
7.578,0.503913,0.0107049
7.58,0.504858,0.0107216
7.582,0.50615,0.0107049
7.584,0.506967,0.0107299
7.586,0.50795,0.0107966
7.588,0.509225,0.0107758
7.59,0.5101,0.0107966
7.592,0.511,0.0108425
7.594,0.512042,0.0108591
7.596,0.512821,0.0108508
7.598,0.51415,0.0108716
7.6,0.514975,0.0108758
7.602,0.515942,0.01088
7.604,0.517187,0.0109383
7.606,0.51815,0.0109925
7.608,0.518987,0.0109634
7.61,0.520042,0.01098
7.612,0.520954,0.0109675
7.614,0.522129,0.0110009
7.616,0.523017,0.0110134
7.618,0.523996,0.0110092
7.62,0.52535,0.011005
7.622,0.525729,0.0110426
7.624,0.526954,0.0110384
7.626,0.528179,0.0110467
7.628,0.528779,0.0110676
7.63,0.53015,0.0110592
7.632,0.530958,0.0110967
7.634,0.531925,0.0110634
7.636,0.533233,0.0110842
7.638,0.534125,0.0111176
7.64,0.534967,0.0111093
7.642,0.536025,0.0111259
7.644,0.537017,0.0111509
7.646,0.53815,0.0110926
7.648,0.538983,0.0111259
7.65,0.539946,0.0111384
7.652,0.541175,0.0110842
7.654,0.542142,0.0111134
7.656,0.542987,0.0111384
7.658,0.544042,0.0111634
7.66,0.545021,0.0111843
7.662,0.546117,0.0111676
7.664,0.546962,0.0111468
7.666,0.54795,0.0111676
7.668,0.549033,0.0112093
7.67,0.550104,0.0111843
7.672,0.55095,0.0111843
7.674,0.552004,0.0111885
7.676,0.552758,0.0112301
7.678,0.55415,0.011176
7.68,0.554983,0.0111676
7.682,0.555929,0.0111801
7.684,0.557271,0.0111801
7.686,0.557967,0.0112426
7.688,0.558971,0.011226
7.69,0.55995,0.0112051
7.692,0.560787,0.0112051
7.694,0.562142,0.0112176
7.696,0.562983,0.0111968
7.698,0.563962,0.0111676
7.7,0.565183,0.0111551
7.702,0.56615,0.0111259
7.704,0.566971,0.011276
7.706,0.568046,0.0111968
7.708,0.568929,0.0111426
7.71,0.57015,0.0111218
7.712,0.571004,0.0111468
7.714,0.571958,0.0110967
7.716,0.573062,0.0110676
7.718,0.5741,0.0110926
7.72,0.575008,0.0111093
7.722,0.576071,0.0110551
7.724,0.576754,0.0110134
7.726,0.578033,0.0110342
7.728,0.578933,0.0109967
7.73,0.579883,0.0109592
7.732,0.581204,0.011005
7.734,0.582029,0.01083
7.736,0.582992,0.0107799
7.738,0.583942,0.0107216
7.74,0.584896,0.0106966
7.742,0.586146,0.0106215
7.744,0.586975,0.0106215
7.746,0.587921,0.010584
7.748,0.589125,0.0105173
7.75,0.59015,0.0105673
7.752,0.590979,0.0105257
7.754,0.592017,0.0104381
7.756,0.59295,0.0104506
7.758,0.594146,0.0104006
7.76,0.59495,0.0102964
7.762,0.595946,0.0102339
7.764,0.597046,0.0102088
7.766,0.598121,0.0101713
7.768,0.598983,0.010138
7.77,0.599971,0.0101255
7.772,0.600942,0.0101296
7.774,0.602133,0.0101421
7.776,0.602933,0.0101213
7.778,0.603871,0.0101463
7.78,0.605217,0.010113
7.782,0.605904,0.0100254
7.784,0.606971,0.00998374
7.786,0.607883,0.00995039
7.788,0.608767,0.00990037
7.79,0.610133,0.00993789
7.792,0.61095,0.00986702
7.794,0.611875,0.009817
7.796,0.612992,0.0097503
7.798,0.614092,0.00981283
7.8,0.614967,0.00970861
7.802,0.615975,0.00962941
7.804,0.617117,0.00953353
7.806,0.618142,0.00954604
7.808,0.618958,0.009471
7.81,0.619992,0.00942515
7.812,0.621067,0.00942932
7.814,0.622129,0.00940847
7.816,0.623012,0.00932094
7.818,0.623987,0.00923339
7.82,0.624892,0.00923756
7.822,0.626117,0.00917504
7.824,0.627,0.00912501
7.826,0.627804,0.00907082
7.828,0.628867,0.0091
7.83,0.63,0.00905415
7.832,0.630958,0.00902497
7.834,0.631967,0.00899996
7.836,0.632983,0.00902497
7.838,0.634138,0.00900412
7.84,0.634958,0.00899162
7.842,0.635896,0.00897911
7.844,0.637233,0.00892075
7.846,0.638129,0.00891658
7.848,0.638958,0.00891242
7.85,0.640046,0.00885405
7.852,0.640933,0.00886239
7.854,0.642146,0.00888323
7.856,0.642967,0.00881654
7.858,0.643942,0.00885822
7.86,0.645129,0.00879153
7.862,0.646117,0.00879153
7.864,0.646983,0.00875401
7.866,0.648,0.00875818
7.868,0.64895,0.00874984
7.87,0.650125,0.0087415
7.872,0.650996,0.00870815
7.874,0.652,0.008729
7.876,0.653333,0.00866647
7.878,0.653933,0.00867897
7.88,0.654958,0.00868314
7.882,0.6559,0.00870815
7.884,0.6568,0.00875818
7.886,0.65815,0.00860394
7.888,0.65895,0.00865396
7.89,0.659929,0.00868731
7.892,0.661183,0.00860811
7.894,0.662121,0.00858727
7.896,0.66295,0.00863312
7.898,0.663908,0.00864563
7.9,0.664858,0.00859977
7.902,0.666146,0.00852891
7.904,0.666958,0.00854558
7.906,0.667896,0.00847055
7.908,0.6691,0.00849139
7.91,0.670117,0.00843303
7.912,0.670958,0.00851223
7.914,0.671992,0.00847472
7.916,0.672992,0.00859977
7.918,0.67415,0.00857476
7.92,0.674967,0.00852057
7.922,0.675971,0.00847888
7.924,0.676992,0.00852891
7.926,0.678129,0.00844553
7.928,0.67895,0.00844137
7.93,0.679942,0.00839968
7.932,0.680767,0.0084497
7.934,0.68215,0.00835799
7.936,0.682933,0.00832465
7.938,0.6839,0.00838717
7.94,0.685242,0.00832465
7.942,0.686004,0.00828296
7.944,0.68695,0.00834132
7.946,0.687942,0.0083038
7.948,0.688779,0.00835799
7.95,0.69015,0.00834966
7.952,0.69095,0.00826629
7.954,0.691875,0.00832881
7.956,0.693121,0.00838717
7.958,0.694125,0.00834132
7.96,0.694967,0.00837884
7.962,0.696,0.00831214
7.964,0.69685,0.00833715
7.966,0.698125,0.00829547
7.968,0.698975,0.00825795
7.97,0.699971,0.00824127
7.972,0.700954,0.00820793
7.974,0.702021,0.00818291
7.976,0.703008,0.00812872
7.978,0.703983,0.00810788
7.98,0.704754,0.00824544
7.982,0.706021,0.00815373
7.984,0.706929,0.00820376
7.986,0.707867,0.00812455
7.988,0.709033,0.00823294
7.99,0.709817,0.00823294
7.992,0.71095,0.00821626
7.994,0.712,0.00815373
7.996,0.71275,0.00822043
7.998,0.71415,0.00814123
8.0,0.714958,0.00821626
8.002,0.715908,0.00819125
8.004,0.717008,0.00811622
8.006,0.718125,0.00806203
8.008,0.718996,0.00797865
8.01,0.720025,0.00803701
8.012,0.720825,0.00797449
8.014,0.722142,0.00787027
8.016,0.722967,0.00789111
8.018,0.723929,0.00790362
8.02,0.724967,0.00789528
8.022,0.726042,0.00788278
8.024,0.726983,0.00788278
8.026,0.727979,0.00783692
8.028,0.728879,0.00790362
8.03,0.73015,0.00787027
8.032,0.730833,0.00784943
8.034,0.731896,0.00787444
8.036,0.7332,0.00786193
8.038,0.733908,0.0078661
8.04,0.734958,0.0078661
8.042,0.735996,0.0078536
8.044,0.736775,0.00782442
8.046,0.738133,0.00781608
8.048,0.73895,0.0078536
8.05,0.739883,0.00784943
8.052,0.741042,0.00784109
8.054,0.742117,0.00790362
8.056,0.74295,0.00784943
8.058,0.743975,0.00792863
8.06,0.744933,0.00789528
8.062,0.746142,0.00781608
8.064,0.74695,0.00782025
8.066,0.747917,0.00777022
8.068,0.748954,0.00780357
8.07,0.750046,0.00789528
8.072,0.750975,0.00799116
8.074,0.752029,0.00804535
8.076,0.752896,0.00790362
8.078,0.754037,0.00787861
8.08,0.754996,0.00789111
8.082,0.755779,0.00784526
8.084,0.757083,0.00789111
8.086,0.757754,0.00794114
8.088,0.758958,0.00776606
8.09,0.759838,0.00729501
8.092,0.76095,0.00732419
8.094,0.762142,0.00733252
8.096,0.762958,0.00729501
8.098,0.763908,0.00731585
8.1,0.7651,0.00733252
8.102,0.766054,0.0073492
8.104,0.76695,0.00745341
8.106,0.767908,0.00743257
8.108,0.768817,0.00739088
8.11,0.770137,0.00740339
8.112,0.77095,0.00742006
8.114,0.771863,0.00740756
8.116,0.772962,0.00746175
8.118,0.774062,0.00744091
8.12,0.774958,0.00742006
8.122,0.775954,0.00740756
8.124,0.776846,0.00736587
8.126,0.778,0.00738672
8.128,0.778992,0.00738672
8.13,0.779946,0.00743257
8.132,0.781229,0.00737838
8.134,0.781738,0.00739088
8.136,0.782942,0.00741173
8.138,0.783858,0.00740756
8.14,0.784758,0.00745341
8.142,0.786133,0.00742423
8.144,0.78695,0.00739922
8.146,0.787892,0.00748259
8.148,0.78905,0.00744925
8.15,0.789979,0.00743257
8.152,0.79095,0.00739922
8.154,0.791858,0.00746175
8.156,0.792792,0.00744925
8.158,0.794133,0.00748259
8.16,0.794958,0.00739922
8.162,0.795883,0.00745758
8.164,0.796983,0.00744508
8.166,0.798063,0.00748259
8.168,0.798975,0.0075076
8.17,0.799942,0.00752845
8.172,0.800825,0.00752428
8.174,0.80205,0.00744925
8.176,0.802958,0.00744925
8.178,0.803942,0.00752011
8.18,0.804946,0.00751594
8.182,0.80595,0.0075076
8.184,0.806958,0.00755346
8.186,0.807821,0.00754095
8.188,0.80875,0.00754512
8.19,0.810108,0.0075743
8.192,0.810929,0.00752428
8.194,0.811883,0.00754512
8.196,0.813083,0.00752428
8.198,0.813633,0.00754929
8.2,0.814967,0.00762016
8.202,0.815921,0.00760348
8.204,0.816771,0.00761599
8.206,0.81815,0.00764517
8.208,0.81895,0.00758264
8.21,0.819842,0.00760348
8.212,0.820937,0.00761599
8.214,0.822,0.00767018
8.216,0.822958,0.00762849
8.218,0.823942,0.00769519
8.22,0.824767,0.00769102
8.222,0.826042,0.00765767
8.224,0.826962,0.00769102
8.226,0.827937,0.007641
8.228,0.828942,0.00764517
8.23,0.830021,0.00768268
8.232,0.830983,0.00774105
8.234,0.831929,0.0077077
8.236,0.83275,0.00776606
8.238,0.834104,0.00776189
8.24,0.834925,0.00774105
8.242,0.835842,0.00772854
8.244,0.837146,0.00775772
8.246,0.838,0.0077869
8.248,0.83895,0.00782025
8.25,0.8399,0.00782442
8.252,0.84085,0.00783275
8.254,0.842129,0.00789528
8.256,0.84295,0.00791613
8.258,0.843837,0.00787027
8.26,0.845037,0.00783692
8.262,0.846,0.0078661
8.264,0.84695,0.00792446
8.266,0.847829,0.00788278
8.268,0.848787,0.00792029
8.27,0.850058,0.00790779
8.272,0.85095,0.00799116
8.274,0.851875,0.00792863
8.276,0.852929,0.00791613
8.278,0.854033,0.00793697
8.28,0.854962,0.00793697
8.282,0.855954,0.00795781
8.284,0.856833,0.008012
8.286,0.85815,0.00793697
8.288,0.858637,0.00811205
8.29,0.859842,0.00808287
8.292,0.860925,0.00813289
8.294,0.861658,0.00806203
8.296,0.862962,0.00802868
8.298,0.863825,0.00807453
8.3,0.864762,0.00807036
8.302,0.866125,0.00806203
8.304,0.866942,0.00806619
8.306,0.867875,0.00809954
8.308,0.868996,0.00807036
8.31,0.869775,0.00807453
8.312,0.87095,0.00812038
8.314,0.871867,0.00816207
8.316,0.872758,0.00815373
8.318,0.874117,0.00826629
8.32,0.87495,0.00829963
8.322,0.875838,0.0082246
8.324,0.876942,0.00823294
8.326,0.877992,0.00824544
8.328,0.878958,0.00824961
8.33,0.879904,0.00823294
8.332,0.880846,0.00833715
8.334,0.882021,0.00831631
8.336,0.882954,0.00833298
8.338,0.883787,0.00834132
8.34,0.884879,0.00834549
8.342,0.885692,0.00833298
8.344,0.88695,0.00835799
8.346,0.887833,0.00839134
8.348,0.888742,0.00836633
8.35,0.89015,0.00840802
8.352,0.890938,0.00840385
8.354,0.891883,0.00840802
8.356,0.893033,0.00839134
8.358,0.893975,0.00849556
8.36,0.89495,0.00847055
8.362,0.895817,0.00842469
8.364,0.896792,0.00841219
8.366,0.898129,0.00846638
8.368,0.89895,0.00842052
8.37,0.899825,0.00850806
8.372,0.900925,0.00848305
8.374,0.902025,0.00851223
8.376,0.90295,0.00843303
8.378,0.903883,0.00852474
8.38,0.904862,0.00857059
8.382,0.906037,0.00915419
8.384,0.906958,0.00906665
8.386,0.907908,0.00898328
8.388,0.908921,0.00897077
8.39,0.909692,0.00889574
8.392,0.910962,0.00887073
8.394,0.911817,0.00881654
8.396,0.912775,0.00881654
8.398,0.914017,0.00884989
8.4,0.91495,0.00881654
8.402,0.9159,0.00883321
8.404,0.916921,0.00890408
8.406,0.917958,0.00886239
8.408,0.91895,0.00883738
8.41,0.919846,0.00890825
8.412,0.920775,0.00889991
8.414,0.922117,0.00893743
8.416,0.92295,0.00892075
8.418,0.923825,0.00893326
8.42,0.924942,0.00898328
8.422,0.925854,0.00900829
8.424,0.92695,0.00896661
8.426,0.927867,0.00898328
8.428,0.928796,0.00899996
8.43,0.929879,0.00901246
8.432,0.93095,0.00907916
8.434,0.931921,0.00906248
8.436,0.932896,0.0090875
8.438,0.933829,0.00914169
8.44,0.93495,0.00914169
8.442,0.935742,0.00916253
8.444,0.936758,0.00918337
8.446,0.938125,0.00922506
8.448,0.938808,0.00920838
8.45,0.939825,0.00924173
8.452,0.9409,0.00930843
8.454,0.941646,0.00929176
8.456,0.94295,0.00932094
8.458,0.943875,0.00938346
8.46,0.944779,0.00934178
8.462,0.9461,0.00935428
8.464,0.946946,0.00938763
8.466,0.947767,0.00941681
8.468,0.948917,0.00942515
8.47,0.949987,0.00944599
8.472,0.95095,0.00945433
8.474,0.951825,0.00948351
8.476,0.952821,0.00950018
8.478,0.954025,0.00950852
8.48,0.95495,0.00933761
8.482,0.955871,0.0092459
8.484,0.956912,0.00918754
8.486,0.957854,0.00907916
8.488,0.958937,0.00894159
8.49,0.959883,0.00879569
8.492,0.960675,0.00869982
8.494,0.961925,0.00873733
8.496,0.962892,0.00877068
8.498,0.963846,0.00881654
8.5,0.964862,0.00879986
8.502,0.965946,0.00880403
8.504,0.96695,0.00884989
8.506,0.967842,0.00886239
8.508,0.968754,0.00885822
8.51,0.970067,0.00891658
8.512,0.970883,0.00895827
8.514,0.971879,0.00885822
8.516,0.973058,0.0072825
8.518,0.973708,0.00660302
8.52,0.97495,0.0066197
8.522,0.975817,0.0066322
8.524,0.976804,0.00669056
8.526,0.977904,0.00665721
8.528,0.978942,0.00666555
8.53,0.979896,0.00671974
8.532,0.980887,0.00675309
8.534,0.981925,0.00678644
8.536,0.98295,0.00686148
8.538,0.983879,0.00694902
8.54,0.984829,0.00692817
8.542,0.98615,0.00697403
8.544,0.986633,0.00701154
8.546,0.987792,0.0070574
8.548,0.988975,0.0070574
8.55,0.989683,0.0071366
8.552,0.990967,0.00720747
8.554,0.991817,0.00722831
8.556,0.992796,0.0072825
8.558,0.994092,0.00734503
8.56,0.99495,0.00738672
8.562,0.995783,0.00739505
8.564,0.996908,0.00744091
8.566,0.997858,0.00751177
8.568,0.99895,0.00757013
8.57,0.999887,0.00759098
8.572,1.00075,0.00772854
8.574,1.00205,0.00774105
T,Vf,Im
8.576,1.00075,0.00745341
8.578,0.999858,0.00722831
8.58,0.99895,0.00706157
8.582,0.997679,0.00698236
8.584,0.997,0.00680312
8.586,0.995825,0.00675726
8.588,0.994925,0.00666138
8.59,0.994,0.00652799
8.592,0.99275,0.00645712
8.594,0.991871,0.0063279
8.596,0.99095,0.00624036
8.598,0.989575,0.00622368
8.6,0.988892,0.00616115
8.602,0.987917,0.00607361
8.604,0.9864,0.00603193
8.606,0.98615,0.00594439
8.608,0.984812,0.00586936
8.61,0.983854,0.00583184
8.612,0.982933,0.00576931
8.614,0.981858,0.00571095
8.616,0.980887,0.00568177
8.618,0.9799,0.00561507
8.62,0.97895,0.00554837
8.622,0.977992,0.00554004
8.624,0.976783,0.00545667
8.626,0.975808,0.00540664
8.628,0.97495,0.00533161
8.63,0.973862,0.00528159
8.632,0.973017,0.00525241
8.634,0.971858,0.0052399
8.636,0.970917,0.00518988
8.638,0.970075,0.00512318
8.64,0.968717,0.00510651
8.642,0.967825,0.00505231
8.644,0.96695,0.00498562
8.646,0.965554,0.00498145
8.648,0.964871,0.00494393
8.65,0.963892,0.00486473
8.652,0.962829,0.00483138
8.654,0.961921,0.00483972
